timestamp ba_x ba_y ba_z bg_x bg_y bg_z
1683613509.414688 -0.03554862 -0.16774978 0.00324931 -0.00009882 -0.00127057 0.00019036
1683613509.481408 -0.02209433 -0.16943957 -0.00067166 -0.00019686 -0.00076333 0.00009211
1683613509.548128 0.19393941 -0.13777450 0.00096333 -0.00025210 -0.00035750 0.00005562
1683613509.614849 0.49949335 -0.17056078 0.01036088 -0.00017176 -0.00025239 0.00012323
1683613509.681569 0.75059234 -0.23899950 0.02716280 -0.00015480 -0.00009959 0.00009456
1683613509.748289 0.94014420 -0.33903576 0.04693042 -0.00012388 0.00053054 0.00008715
1683613509.815010 0.87788173 -0.30773603 0.04220908 -0.00021220 0.00065304 0.00017593
1683613509.881730 0.59204904 -0.17221570 0.01953239 -0.00025741 0.00055511 0.00013182
1683613509.948447 0.50825407 -0.16575662 0.01409005 -0.00013762 0.00061713 -0.00001100
1683613510.015162 0.50070797 -0.11101597 0.01296155 -0.00016406 0.00073733 0.00000202
1683613510.081876 0.51797866 -0.05386434 0.01354265 -0.00020105 0.00072674 0.00010392
1683613510.148591 0.56704543 0.21956366 0.02012155 -0.00028449 0.00069619 -0.00000895
1683613510.215305 0.59989096 0.31419087 0.02529177 -0.00022902 0.00054099 -0.00013304
1683613510.282019 0.70206698 0.47860347 0.04029362 -0.00027420 0.00041913 -0.00015011
1683613510.348734 0.67313313 0.51323253 0.03953481 -0.00022669 0.00042832 -0.00021117
1683613510.415448 0.58543224 0.53001393 0.03422817 -0.00019703 0.00046592 -0.00021022
1683613510.482162 0.48433136 0.55938617 0.02954124 -0.00021216 0.00042050 -0.00024321
1683613510.548877 0.40333497 0.53994735 0.02339486 -0.00020904 0.00043834 -0.00026742
1683613510.615591 0.29021954 0.54635369 0.01703117 -0.00014684 0.00042477 -0.00036300
1683613510.682305 0.26562042 0.54070794 0.01511525 -0.00021833 0.00040836 -0.00032698
1683613510.749020 0.31323289 0.55382603 0.01894407 -0.00021454 0.00029324 -0.00034341
1683613510.815734 0.44839409 0.59492687 0.02967041 -0.00003195 0.00017638 -0.00043635
1683613510.882448 0.46769946 0.59749877 0.03094792 0.00010586 0.00014440 -0.00044797
1683613510.949160 0.30290682 0.50552878 0.01563323 0.00015909 0.00017724 -0.00035995
1683613511.015868 0.21696514 0.48467214 0.00929507 0.00011512 0.00017750 -0.00038426
1683613511.082575 0.24324213 0.50599126 0.01213568 0.00009478 0.00009004 -0.00047215
1683613511.149283 0.19822314 0.49600495 0.00882625 0.00007665 0.00007521 -0.00046648
1683613511.215991 0.02744822 0.46820406 -0.00322646 0.00008468 0.00008466 -0.00047675
1683613511.282699 -0.04297369 0.46977990 -0.00716295 0.00000564 0.00013067 -0.00052338
1683613511.349407 -0.01685428 0.48139452 -0.00492592 0.00008551 0.00009205 -0.00062350
1683613511.416115 0.04761863 0.50559279 -0.00000661 0.00013787 0.00012345 -0.00063278
1683613511.482823 -0.02061206 0.48857492 -0.00488743 0.00004147 0.00014069 -0.00054852
1683613511.549531 -0.01919459 0.48828845 -0.00485041 0.00001148 0.00014329 -0.00054095
1683613511.616238 -0.03041377 0.44265571 -0.00802313 -0.00000904 0.00021793 -0.00053339
1683613511.682946 -0.08873824 0.42120997 -0.01250977 -0.00003661 0.00022917 -0.00053632
1683613511.749654 -0.00724183 0.42931816 -0.00747241 0.00008714 0.00016682 -0.00058203
1683613511.816361 0.08781205 0.42233661 -0.00263552 0.00026763 0.00016503 -0.00059332
1683613511.883069 0.09185764 0.41803519 -0.00269233 0.00020491 0.00014031 -0.00056528
1683613511.949779 0.14431362 0.42233284 0.00048780 0.00021258 0.00010376 -0.00064042
1683613512.016490 0.22423991 0.36328541 0.00174746 0.00022614 0.00003599 -0.00065443
1683613512.083201 0.24981947 0.31320074 0.00043718 0.00025520 -0.00002467 -0.00057822
1683613512.149913 0.30141403 0.25944411 0.00044840 0.00035840 -0.00009139 -0.00060569
1683613512.216624 0.29026177 0.24047281 -0.00124208 0.00046554 -0.00006412 -0.00055701
1683613512.283335 0.30018255 0.20407813 -0.00263697 0.00053348 -0.00012513 -0.00057334
1683613512.350046 0.28241649 0.19372622 -0.00419377 0.00045252 -0.00015798 -0.00054952
1683613512.416758 0.29003056 0.13644980 -0.00696038 0.00046360 -0.00036787 -0.00049973
1683613512.483469 0.28095797 0.13862204 -0.00731925 0.00038979 -0.00034398 -0.00047016
1683613512.550179 0.28614938 0.12173477 -0.00801672 0.00044517 -0.00040121 -0.00044964
1683613512.616890 0.26936860 0.12095357 -0.00904784 0.00043811 -0.00042939 -0.00041732
1683613512.683601 0.24366199 0.08902921 -0.01235311 0.00047972 -0.00062677 -0.00037405
1683613512.750312 0.21866514 0.11784503 -0.01228544 0.00050328 -0.00057849 -0.00038573
1683613512.817023 0.17745506 0.12511170 -0.01431281 0.00048567 -0.00065464 -0.00029787
1683613512.883734 0.16699974 0.14315167 -0.01400538 0.00037158 -0.00061940 -0.00031296
1683613512.950446 0.21884876 0.08360457 -0.01422890 0.00030852 -0.00069016 -0.00027918
1683613513.017159 0.22913172 0.03350200 -0.01627465 0.00019377 -0.00074954 -0.00019408
1683613513.083873 0.20271937 0.06208142 -0.01632615 0.00018887 -0.00066192 -0.00019802
1683613513.150586 0.19786243 0.04658459 -0.01745234 0.00016547 -0.00068372 -0.00009342
1683613513.217299 0.21613344 0.02571506 -0.01768267 0.00016498 -0.00066911 -0.00002917
1683613513.284013 0.21913093 0.00314011 -0.01876364 0.00013310 -0.00069216 0.00008356
1683613513.350726 0.19927205 0.01668832 -0.01945861 0.00012335 -0.00063307 0.00013161
1683613513.417439 0.17527855 0.02758687 -0.02034306 0.00013756 -0.00060757 0.00020374
1683613513.484153 0.17155217 0.03384277 -0.02016383 0.00020918 -0.00062168 0.00014739
1683613513.550866 0.14891265 0.04498786 -0.02102864 0.00023228 -0.00060525 0.00018924
1683613513.617580 0.14554041 0.04497077 -0.02137750 0.00013770 -0.00051580 0.00029567
1683613513.684293 0.14970325 0.04034161 -0.02133927 0.00016477 -0.00049082 0.00031010
1683613513.751006 0.14870930 0.03995840 -0.02134304 0.00017855 -0.00045219 0.00035822
1683613513.817720 0.15451042 0.03620615 -0.02112213 0.00016245 -0.00040828 0.00046438
1683613513.884433 0.15282723 0.03446331 -0.02147523 0.00018877 -0.00034502 0.00047321
1683613513.951146 0.15404166 0.03778006 -0.02107010 0.00018093 -0.00034883 0.00053733
1683613514.017859 0.15389131 0.04478222 -0.02035766 0.00017735 -0.00044218 0.00053423
1683613514.084572 0.15779516 0.03897923 -0.02036601 0.00018105 -0.00042464 0.00046655
1683613514.151285 0.15420333 0.03591757 -0.02117170 0.00014340 -0.00027979 0.00046987
1683613514.217998 0.15503018 0.03320817 -0.02107932 0.00009262 -0.00025688 0.00047744
1683613514.284711 0.15447194 0.03939801 -0.02067938 0.00013165 -0.00033490 0.00051687
1683613514.351424 0.15571843 0.04050419 -0.02034929 0.00014958 -0.00040055 0.00051162
1683613514.418137 0.15660675 0.03837859 -0.02058370 0.00013305 -0.00036993 0.00046009
1683613514.484850 0.15569344 0.04418779 -0.01992538 0.00010812 -0.00044266 0.00043365
1683613514.551563 0.15115245 0.04441937 -0.02063793 0.00009631 -0.00040402 0.00049266
1683613514.618275 0.14984092 0.04932830 -0.02060952 0.00012170 -0.00022456 0.00050150
1683613514.684988 0.14908042 0.05241661 -0.02032729 0.00008920 -0.00021541 0.00047959
1683613514.751701 0.14662639 0.05941396 -0.01970208 0.00006766 -0.00029711 0.00053568
1683613514.818413 0.14798816 0.05603002 -0.02013258 0.00007120 -0.00022993 0.00056553
1683613514.885126 0.14707740 0.05972977 -0.01979600 0.00006275 -0.00017823 0.00054482
1683613514.951839 0.14596320 0.06556833 -0.01923827 0.00006177 -0.00023260 0.00052445
1683613515.018551 0.14648674 0.06133647 -0.01934013 0.00009902 -0.00022313 0.00054105
1683613515.085264 0.14809692 0.05835315 -0.01923055 0.00005123 -0.00021750 0.00056048
1683613515.151977 0.15018538 0.05396835 -0.01912075 -0.00000945 -0.00025152 0.00057632
1683613515.218689 0.15295272 0.04747846 -0.01931949 0.00001818 -0.00022756 0.00057521
1683613515.285402 0.15503282 0.04195694 -0.01966851 0.00006931 -0.00014397 0.00054925
1683613515.352115 0.15411747 0.04292345 -0.01938359 0.00006297 -0.00012932 0.00057588
1683613515.418827 0.15528458 0.04020475 -0.01940146 0.00004581 -0.00013007 0.00061001
1683613515.485540 0.15568793 0.03976569 -0.01908871 0.00003349 -0.00016906 0.00057920
1683613515.552252 0.15217961 0.04784946 -0.01830360 0.00001081 -0.00033269 0.00055610
1683613515.618965 0.15608346 0.03908513 -0.01873509 0.00001237 -0.00036503 0.00058994
1683613515.685677 0.16940718 0.00506384 -0.02052151 0.00000706 -0.00010519 0.00059913
1683613515.752390 0.16475628 0.01446249 -0.01987971 -0.00000821 -0.00003739 0.00066121
1683613515.819102 0.15765468 0.03095233 -0.01860836 -0.00001453 -0.00021461 0.00066326
1683613515.885814 0.16532196 0.01407080 -0.01954457 -0.00000335 -0.00018066 0.00063292
1683613515.952528 0.16441784 0.01483363 -0.01937424 0.00002658 -0.00010535 0.00062187
1683613516.019244 0.16314621 0.01699103 -0.01925254 0.00004862 -0.00010876 0.00062964
1683613516.085960 0.16250108 0.01837069 -0.01910490 0.00004155 -0.00011645 0.00062076
1683613516.152675 0.16141116 0.02035449 -0.01895595 0.00004041 -0.00012744 0.00062818
1683613516.219391 0.16031310 0.02229885 -0.01881203 0.00005637 -0.00013942 0.00065585
1683613516.286107 0.16055111 0.02155896 -0.01877422 0.00006480 -0.00014057 0.00065734
1683613516.352823 0.15972134 0.02301596 -0.01866060 0.00006183 -0.00013556 0.00066759
1683613516.419538 0.15926320 0.02386726 -0.01855666 0.00006463 -0.00013796 0.00068213
1683613516.486254 0.15830437 0.02575474 -0.01841762 0.00007289 -0.00014687 0.00068666
1683613516.552970 0.15635008 0.02988700 -0.01820490 0.00009124 -0.00016840 0.00069606
1683613516.619686 0.15903347 0.02393045 -0.01843677 0.00007491 -0.00014298 0.00069387
1683613516.686402 0.15867089 0.02432068 -0.01824378 0.00004930 -0.00011955 0.00069032
1683613516.753118 0.15894371 0.02354162 -0.01823923 0.00004475 -0.00011593 0.00069610
1683613516.819834 0.15791313 0.02546485 -0.01808265 0.00004589 -0.00011717 0.00070896
1683613516.886550 0.15874895 0.02342555 -0.01811346 0.00004875 -0.00011099 0.00071622
1683613516.953264 0.15568625 0.03012345 -0.01774568 0.00006765 -0.00013620 0.00071881
1683613517.019975 0.15452984 0.03275933 -0.01768971 0.00009660 -0.00016522 0.00072435
1683613517.086687 0.15846709 0.02382936 -0.01803243 0.00006250 -0.00011805 0.00073088
1683613517.153398 0.15590537 0.02875170 -0.01759320 0.00004418 -0.00010751 0.00073380
1683613517.220109 0.15517379 0.03055371 -0.01755339 0.00006338 -0.00012909 0.00073575
1683613517.286820 0.15551233 0.02951235 -0.01755685 0.00005972 -0.00012056 0.00073813
1683613517.353531 0.15479135 0.03069628 -0.01741078 0.00005691 -0.00011547 0.00074097
1683613517.420242 0.15357051 0.03328034 -0.01726024 0.00006266 -0.00012365 0.00074410
1683613517.486953 0.15368539 0.03289513 -0.01725318 0.00006339 -0.00012128 0.00074709
1683613517.553663 0.15327359 0.03348665 -0.01714838 0.00005881 -0.00011481 0.00074824
1683613517.620374 0.15233904 0.03530243 -0.01701457 0.00006242 -0.00011834 0.00075115
1683613517.687085 0.15205510 0.03580885 -0.01696865 0.00006380 -0.00011779 0.00075658
1683613517.753795 0.15156169 0.03667144 -0.01687046 0.00006205 -0.00011583 0.00075898
1683613517.820506 0.15087718 0.03802705 -0.01675642 0.00006705 -0.00012163 0.00075884
1683613517.887216 0.15105395 0.03752296 -0.01675250 0.00006456 -0.00011771 0.00076255
1683613517.953928 0.15050456 0.03838314 -0.01663945 0.00006151 -0.00011393 0.00076738
1683613518.020643 0.14974996 0.03991757 -0.01653257 0.00006533 -0.00011795 0.00076927
1683613518.087358 0.14959837 0.04016179 -0.01649548 0.00006642 -0.00011661 0.00077313
1683613518.154072 0.14856523 0.04221647 -0.01633892 0.00006757 -0.00012006 0.00077573
1683613518.220787 0.14830935 0.04280276 -0.01630521 0.00006960 -0.00012255 0.00077790
1683613518.287501 0.14904363 0.04096004 -0.01634946 0.00005981 -0.00010772 0.00078070
1683613518.354216 0.14685843 0.04533308 -0.01602083 0.00006335 -0.00011747 0.00078166
1683613518.420930 0.14679213 0.04588216 -0.01605647 0.00007181 -0.00012618 0.00078349
1683613518.487645 0.14734140 0.04437970 -0.01608018 0.00006300 -0.00011254 0.00078735
1683613518.554359 0.14612926 0.04662143 -0.01586915 0.00006262 -0.00011291 0.00079117
1683613518.621074 0.14550548 0.04809675 -0.01580766 0.00006965 -0.00011984 0.00079203
1683613518.687788 0.14557833 0.04782476 -0.01579703 0.00006831 -0.00011582 0.00079358
1683613518.754503 0.14497666 0.04885913 -0.01567667 0.00006586 -0.00011382 0.00079712
1683613518.821217 0.14448621 0.04989566 -0.01560323 0.00006706 -0.00011530 0.00079883
1683613518.887931 0.14405678 0.05074754 -0.01552935 0.00006860 -0.00011601 0.00079999
1683613518.954647 0.14385934 0.05106057 -0.01548364 0.00006678 -0.00011345 0.00080128
1683613519.021363 0.14323060 0.05225986 -0.01536962 0.00006536 -0.00011309 0.00080401
1683613519.088080 0.14286092 0.05303739 -0.01530782 0.00006596 -0.00011421 0.00080736
1683613519.154797 0.14255450 0.05361335 -0.01524574 0.00006429 -0.00011360 0.00081008
1683613519.221514 0.14212118 0.05442783 -0.01517076 0.00006552 -0.00011327 0.00081203
1683613519.288231 0.14142861 0.05578854 -0.01507262 0.00006705 -0.00011321 0.00081575
1683613519.354948 0.14021363 0.05839739 -0.01489629 0.00007157 -0.00012158 0.00082002
1683613519.421665 0.14103765 0.05679296 -0.01500648 0.00006844 -0.00011632 0.00082231
1683613519.488382 0.14150268 0.05528431 -0.01498488 0.00005709 -0.00009994 0.00082502
1683613519.555099 0.13930694 0.05966273 -0.01466311 0.00006347 -0.00010925 0.00082674
1683613519.621816 0.13914640 0.06048782 -0.01470961 0.00007246 -0.00011773 0.00082937
1683613519.688534 0.13982698 0.05882153 -0.01474778 0.00006311 -0.00010528 0.00083350
1683613519.755251 0.13903699 0.06009442 -0.01458299 0.00005939 -0.00010116 0.00083584
1683613519.821968 0.13771837 0.06295278 -0.01441535 0.00006817 -0.00011101 0.00083650
1683613519.888685 0.13813439 0.06227723 -0.01448228 0.00006675 -0.00010934 0.00083961
1683613519.955405 0.13820680 0.06175928 -0.01443951 0.00006027 -0.00009957 0.00084407
1683613520.022126 0.13704512 0.06398606 -0.01425794 0.00006438 -0.00010209 0.00084642
1683613520.088847 0.13652135 0.06528198 -0.01420432 0.00006882 -0.00010721 0.00084825
1683613520.155568 0.13668527 0.06486493 -0.01420939 0.00006546 -0.00010167 0.00085121
1683613520.222289 0.13611163 0.06580874 -0.01408468 0.00006243 -0.00009857 0.00085462
1683613520.289011 0.13576545 0.06657248 -0.01402773 0.00006193 -0.00009905 0.00085777
1683613520.355732 0.13551838 0.06706403 -0.01397273 0.00006169 -0.00009827 0.00085972
1683613520.422454 0.13509554 0.06788820 -0.01390269 0.00006252 -0.00009783 0.00086195
1683613520.489175 0.13430722 0.06955690 -0.01377194 0.00006207 -0.00010125 0.00086468
1683613520.555897 0.13618540 0.06563671 -0.01399497 0.00004577 -0.00008250 0.00086914
1683613520.622619 0.13336980 0.07079212 -0.01350346 0.00005300 -0.00009039 0.00087117
1683613520.689341 0.13236044 0.07370044 -0.01349307 0.00007379 -0.00011132 0.00087003
1683613520.756063 0.13516074 0.06786495 -0.01385587 0.00005327 -0.00008454 0.00087097
1683613520.822786 0.13144521 0.07458523 -0.01319070 0.00005352 -0.00009188 0.00087293
1683613520.889508 0.13085242 0.07687824 -0.01328622 0.00008042 -0.00011533 0.00087472
1683613520.956227 0.13247565 0.07348894 -0.01349110 0.00007035 -0.00009930 0.00087654
1683613521.022942 0.13223467 0.07322412 -0.01332606 0.00005808 -0.00008581 0.00087719
1683613521.089657 0.13133447 0.07501701 -0.01319962 0.00006155 -0.00008939 0.00087835
1683613521.156371 0.13015826 0.07770904 -0.01305873 0.00007047 -0.00009925 0.00088087
1683613521.223086 0.12996800 0.07835313 -0.01304942 0.00007270 -0.00010283 0.00088262
1683613521.289801 0.13053443 0.07712911 -0.01310180 0.00006625 -0.00009438 0.00088422
1683613521.356515 0.13044936 0.07684052 -0.01302538 0.00006063 -0.00008553 0.00088654
1683613521.423230 0.12953437 0.07856999 -0.01287961 0.00006395 -0.00008794 0.00088833
1683613521.489945 0.12846397 0.08107167 -0.01276028 0.00007387 -0.00009784 0.00088972
1683613521.556660 0.12830957 0.08158097 -0.01275693 0.00007561 -0.00009927 0.00089052
1683613521.623374 0.12848649 0.08110861 -0.01275339 0.00007130 -0.00009271 0.00089184
1683613521.690089 0.12805586 0.08177653 -0.01264997 0.00006874 -0.00008968 0.00089426
1683613521.756804 0.12756657 0.08278706 -0.01256573 0.00006994 -0.00009144 0.00089593
1683613521.823519 0.12731868 0.08344889 -0.01252441 0.00007091 -0.00009368 0.00089681
1683613521.890234 0.12719271 0.08366487 -0.01249141 0.00006885 -0.00009120 0.00089846
1683613521.956948 0.12656249 0.08483575 -0.01237988 0.00007111 -0.00009146 0.00090028
1683613522.023660 0.12635980 0.08534202 -0.01235750 0.00007286 -0.00009139 0.00090192
1683613522.090373 0.12627991 0.08542205 -0.01232664 0.00007084 -0.00008805 0.00090173
1683613522.157086 0.12557911 0.08675967 -0.01219486 0.00007169 -0.00008955 0.00090187
1683613522.223799 0.12539033 0.08731341 -0.01217526 0.00007260 -0.00009110 0.00090390
1683613522.290511 0.12519522 0.08771028 -0.01212998 0.00007159 -0.00008987 0.00090568
1683613522.357224 0.12492519 0.08818917 -0.01206678 0.00006981 -0.00008816 0.00090730
1683613522.423937 0.12477128 0.08845457 -0.01202420 0.00006857 -0.00008660 0.00090825
1683613522.490649 0.12446804 0.08909306 -0.01196904 0.00006894 -0.00008639 0.00091016
1683613522.557362 0.12416068 0.08964103 -0.01190320 0.00006897 -0.00008548 0.00091274
1683613522.624074 0.12395263 0.09012132 -0.01186038 0.00006804 -0.00008562 0.00091398
1683613522.690787 0.12348785 0.09100955 -0.01178030 0.00007044 -0.00008602 0.00091496
1683613522.757499 0.12330559 0.09145119 -0.01175700 0.00007038 -0.00008542 0.00091677
1683613522.824211 0.12312292 0.09170463 -0.01169915 0.00006834 -0.00008280 0.00091974
1683613522.890924 0.12282948 0.09226471 -0.01164256 0.00006919 -0.00008229 0.00092145
1683613522.957637 0.12246820 0.09306828 -0.01158353 0.00006984 -0.00008332 0.00092152
1683613523.024350 0.12222827 0.09353998 -0.01153109 0.00006917 -0.00008297 0.00092287
1683613523.091063 0.12215754 0.09372408 -0.01149378 0.00006741 -0.00008262 0.00092615
1683613523.157777 0.12208627 0.09386207 -0.01146924 0.00006538 -0.00008072 0.00092872
1683613523.224490 0.12179403 0.09437665 -0.01140930 0.00006622 -0.00007935 0.00093028
1683613523.291203 0.12170885 0.09452979 -0.01137369 0.00006579 -0.00007885 0.00093180
1683613523.357917 0.12121917 0.09557114 -0.01129961 0.00006613 -0.00008009 0.00093340
1683613523.424630 0.12088831 0.09629933 -0.01126547 0.00006702 -0.00007996 0.00093577
1683613523.491343 0.12060539 0.09678053 -0.01120302 0.00006717 -0.00007872 0.00093704
1683613523.558056 0.12033314 0.09738019 -0.01115372 0.00006691 -0.00007872 0.00093796
1683613523.624769 0.12011809 0.09780394 -0.01111306 0.00006668 -0.00007788 0.00094021
1683613523.691482 0.11983481 0.09832140 -0.01104613 0.00006634 -0.00007764 0.00094297
1683613523.758195 0.11978574 0.09849505 -0.01103983 0.00006631 -0.00007666 0.00094427
1683613523.824908 0.11949534 0.09893907 -0.01097827 0.00006678 -0.00007467 0.00094522
1683613523.891621 0.11920617 0.09957840 -0.01092009 0.00006617 -0.00007560 0.00094722
1683613523.958335 0.11829566 0.10142237 -0.01074959 0.00006859 -0.00008110 0.00095025
1683613524.025051 0.12029498 0.09771120 -0.01112147 0.00005927 -0.00006623 0.00095169
1683613524.091767 0.11682981 0.10393654 -0.01042454 0.00006408 -0.00007900 0.00095215
1683613524.158483 0.11832101 0.10209131 -0.01081290 0.00007206 -0.00008557 0.00095498
1683613524.225199 0.12007956 0.09796498 -0.01100947 0.00005004 -0.00005706 0.00095813
1683613524.291915 0.11631930 0.10478148 -0.01026276 0.00005828 -0.00007348 0.00095986
1683613524.358631 0.11748705 0.10383685 -0.01063554 0.00007029 -0.00008693 0.00096122
1683613524.425347 0.11895930 0.10045623 -0.01082129 0.00005246 -0.00006252 0.00096286
1683613524.492063 0.11710530 0.10331492 -0.01039313 0.00004986 -0.00006128 0.00096636
1683613524.558779 0.11654391 0.10496523 -0.01035862 0.00006063 -0.00007475 0.00096843
1683613524.625495 0.11701308 0.10424595 -0.01045603 0.00006198 -0.00007349 0.00096959
1683613524.692211 0.11710076 0.10387863 -0.01043372 0.00005335 -0.00006555 0.00097123
1683613524.758927 0.11691886 0.10404048 -0.01036976 0.00005068 -0.00006169 0.00097263
1683613524.825643 0.11689397 0.10403338 -0.01034270 0.00005139 -0.00005943 0.00097500
1683613524.892359 0.11665671 0.10441675 -0.01027584 0.00005129 -0.00005921 0.00097460
1683613524.959076 0.11588485 0.10603331 -0.01015438 0.00005767 -0.00006504 0.00097472
1683613525.025795 0.11586341 0.10635165 -0.01019842 0.00005960 -0.00006672 0.00097644
1683613525.092513 0.11581093 0.10627805 -0.01016332 0.00005710 -0.00006219 0.00097829
1683613525.159231 0.11535008 0.10710044 -0.01004965 0.00005861 -0.00006333 0.00098008
1683613525.225949 0.11548034 0.10703532 -0.01008761 0.00005795 -0.00006309 0.00098100
1683613525.292668 0.11531010 0.10721349 -0.01003046 0.00005635 -0.00006024 0.00098331
1683613525.359386 0.11498033 0.10787955 -0.00996408 0.00005647 -0.00006099 0.00098590
1683613525.426105 0.11469729 0.10852774 -0.00991208 0.00005562 -0.00006245 0.00098770
1683613525.492824 0.11466272 0.10862020 -0.00990677 0.00005697 -0.00006177 0.00098911
1683613525.559542 0.11466273 0.10862012 -0.00990675 -0.00105943 0.00082688 0.00135421
1683613525.626261 0.11466273 0.10862012 -0.00990675 -0.00015175 0.00029129 0.00238541
1683613525.692980 0.11466273 0.10862013 -0.00990675 0.00082910 -0.00089033 0.00110166
1683613525.759699 0.11466273 0.10862013 -0.00990675 -0.00012102 0.00000873 0.00107023
1683613525.826418 0.11466273 0.10862015 -0.00990675 0.00094393 -0.00030340 0.00172883
1683613525.893137 0.11466273 0.10862015 -0.00990675 0.00027938 0.00040469 0.00194243
1683613525.959856 0.11466273 0.10862015 -0.00990675 0.00071068 -0.00073726 0.00130258
1683613526.026574 0.11466273 0.10862014 -0.00990675 -0.00059937 0.00082243 0.00170135
1683613526.093292 0.11466273 0.10862015 -0.00990675 -0.00085100 0.00145323 0.00102321
1683613526.160011 0.11466273 0.10862014 -0.00990675 0.00021865 -0.00203352 0.00207628
1683613526.226729 0.11466272 0.10862014 -0.00990675 -0.00013359 -0.00027527 0.00130353
1683613526.293447 0.11466272 0.10862013 -0.00990675 -0.00053690 0.00035253 0.00119710
1683613526.360166 0.11466272 0.10862013 -0.00990675 0.00011056 -0.00017841 0.00112381
1683613526.426884 0.11466272 0.10862013 -0.00990675 -0.00095816 0.00079193 0.00110901
1683613526.493603 0.11466272 0.10862013 -0.00990675 -0.00008819 -0.00020564 0.00168179
1683613526.560322 0.11466272 0.10862012 -0.00990675 0.00012157 0.00019902 0.00186196
1683613526.627041 0.11466272 0.10862012 -0.00990675 0.00091240 -0.00104432 0.00124049
1683613526.693759 0.11466272 0.10862013 -0.00990675 0.00006852 -0.00007209 0.00136972
1683613526.760478 0.11466272 0.10862012 -0.00990675 -0.00118258 0.00115618 0.00189107
1683613526.827197 0.11466272 0.10862013 -0.00990675 0.00004491 -0.00058683 0.00127213
1683613526.893916 0.11466271 0.10862014 -0.00990675 -0.00012626 -0.00020192 0.00151759
1683613526.960633 0.11466271 0.10862014 -0.00990675 -0.00026896 0.00039149 0.00150061
1683613527.027349 0.11466271 0.10862014 -0.00990675 -0.00044938 0.00049575 0.00133272
1683613527.094065 0.11466271 0.10862015 -0.00990675 0.00039536 -0.00115541 0.00165719
1683613527.160781 0.11466271 0.10862015 -0.00990675 0.00107141 -0.00007198 0.00092496
1683613527.227497 0.11466271 0.10862015 -0.00990675 -0.00031078 0.00075971 0.00141988
1683613527.294213 0.11466271 0.10862015 -0.00990675 0.00031317 -0.00046084 0.00191425
1683613527.360929 0.11466271 0.10862014 -0.00990675 -0.00013046 0.00062979 0.00149682
1683613527.427644 0.11466271 0.10862015 -0.00990675 0.00060703 -0.00152970 0.00163193
1683613527.494360 0.11466271 0.10862015 -0.00990675 0.00670212 -0.01089271 0.00104482
1683613527.561076 0.11466271 0.10862014 -0.00990675 -0.02059530 0.02623433 -0.00042914
1683613527.627792 0.11466273 0.10862017 -0.00990675 0.01425932 -0.01435322 0.00292008
1683613527.694508 0.11466273 0.10862017 -0.00990675 0.01242062 -0.01254697 0.00186540
1683613527.761224 0.11466272 0.10862016 -0.00990675 -0.02513855 0.02702772 0.00380266
1683613527.827940 0.11466275 0.10862020 -0.00990676 0.03103827 -0.03184223 0.00130945
1683613527.894655 0.11466274 0.10862019 -0.00990676 -0.02064510 0.02230607 -0.00090456
1683613527.961372 0.11466274 0.10862019 -0.00990676 0.00001914 -0.00082592 0.00093434
1683613528.028089 0.11466274 0.10862020 -0.00990676 0.00631690 -0.00713391 0.00246312
1683613528.094805 0.11466274 0.10862020 -0.00990676 -0.00058992 0.00049979 0.00041628
1683613528.161522 0.11466274 0.10862020 -0.00990676 0.00074698 -0.00078069 0.00161593
1683613528.228239 0.11466274 0.10862020 -0.00990676 -0.00339019 0.00417992 0.00171976
1683613528.294956 0.11466274 0.10862020 -0.00990676 -0.00181431 0.00230272 0.00082814
1683613528.361673 0.11466274 0.10862020 -0.00990676 0.00478000 -0.00501901 0.00106517
1683613528.428390 0.11466274 0.10862020 -0.00990676 0.00057094 0.00015994 0.00097415
1683613528.495106 0.11466274 0.10862020 -0.00990676 -0.00006247 0.00010215 0.00197391
1683613528.561823 0.11466274 0.10862020 -0.00990676 -0.00111238 0.00089757 0.00138253
1683613528.628540 0.11466273 0.10862020 -0.00990676 -0.00117129 0.00067212 0.00107323
1683613528.695257 0.11466273 0.10862021 -0.00990676 0.00084369 -0.00126752 0.00140958
1683613528.761974 0.11466273 0.10862021 -0.00990676 -0.00142127 0.00100565 0.00167017
1683613528.828691 0.11466273 0.10862020 -0.00990676 0.00090748 -0.00109897 0.00139701
1683613528.895408 0.11466273 0.10862021 -0.00990676 0.00032278 0.00009609 0.00118495
1683613528.962125 0.11466273 0.10862021 -0.00990676 -0.00056275 0.00135547 0.00078959
1683613529.028842 0.11466273 0.10862020 -0.00990676 0.00078399 -0.00062455 0.00180329
1683613529.095559 0.11466273 0.10862021 -0.00990676 -0.00050282 0.00002606 0.00202216
1683613529.162276 0.11466273 0.10862020 -0.00990676 0.00080456 -0.00057288 0.00111292
1683613529.228992 0.11466273 0.10862020 -0.00990676 0.00053561 0.00002985 0.00097775
1683613529.295709 0.11466273 0.10862017 -0.00990675 -0.00055894 0.00023297 0.00137974
1683613529.362426 0.11466273 0.10862018 -0.00990675 0.00018887 -0.00067132 0.00200156
1683613529.429143 0.11466273 0.10862017 -0.00990675 -0.00059255 0.00025073 0.00099829
1683613529.495860 0.11466273 0.10862018 -0.00990675 -0.00005661 -0.00071633 0.00137705
1683613529.562577 0.11466273 0.10862018 -0.00990675 0.00000587 0.00013800 0.00156299
